official stmt,Field,depth
"124100 - Statement - Statement of Income, Statement [Table]",OtherHotelOperatingRevenue,10
"124100 - Statement - Statement of Income, Statement [Table]",InvestmentIncomeInterestAndDividend,10
"124100 - Statement - Statement of Income, Statement [Table]",InterestIncomeOperating,10
"124100 - Statement - Statement of Income, Statement [Table]",OperatingLeasesIncomeStatementLeaseRevenue,10
"124100 - Statement - Statement of Income, Statement [Table]",RevenueSteamProductsAndServices,10
"124100 - Statement - Statement of Income, Statement [Table]",GasDomesticRegulatedRevenue,10
"124100 - Statement - Statement of Income, Statement [Table]",LicenseCosts,10
"124100 - Statement - Statement of Income, Statement [Table]",CostOfGoodsSoldSubscription,10
"124100 - Statement - Statement of Income, Statement [Table]",GainLossOnDispositionOfIntangibleAssets,10
"124100 - Statement - Statement of Income, Statement [Table]",GainLossOnDispositionOfIntangibleAssets,10
"124100 - Statement - Statement of Income, Statement [Table]",CostOfOtherPropertyOperatingExpense,10
"124100 - Statement - Statement of Income, Statement [Table]",FoodAndBeverageRevenue,10
"124100 - Statement - Statement of Income, Statement [Table]",OtherSellingGeneralAndAdministrativeExpense,10
"124100 - Statement - Statement of Income, Statement [Table]",RevenueFromLeasedAndOwnedHotels,10
"124100 - Statement - Statement of Income, Statement [Table]",ContractRevenueCost,10
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForLoanAndLeaseLosses,10
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForDoubtfulAccounts,10
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForLoanAndLeaseLosses,10
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForDoubtfulAccounts,10
"124100 - Statement - Statement of Income, Statement [Table]",CostOfRevenue,9
"124100 - Statement - Statement of Income, Statement [Table]",CostsAndExpenses,9
"124100 - Statement - Statement of Income, Statement [Table]",DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,9
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpense,9
"124100 - Statement - Statement of Income, Statement [Table]",InterestIncomeOperating,9
"124100 - Statement - Statement of Income, Statement [Table]",Revenues,9
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingIncomeExpense,9
"124100 - Statement - Statement of Income, Statement [Table]",RevenueSteamProductsAndServices,9
"124100 - Statement - Statement of Income, Statement [Table]",AmortizationOfFinancingCosts,9
"124100 - Statement - Statement of Income, Statement [Table]",SalesRevenueNet,9
"124100 - Statement - Statement of Income, Statement [Table]",OperatingExpenses,9
"124100 - Statement - Statement of Income, Statement [Table]",DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,9
"124100 - Statement - Statement of Income, Statement [Table]",LicensesRevenue,9
"124100 - Statement - Statement of Income, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,9
"124100 - Statement - Statement of Income, Statement [Table]",InvestmentIncomeNet,9
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingIncome,9
"124100 - Statement - Statement of Income, Statement [Table]",PremiumsEarnedNet,9
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpenseDebt,9
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForDoubtfulAccounts,9
"124100 - Statement - Statement of Income, Statement [Table]",ProvisionForDoubtfulAccounts,9
"124100 - Statement - Statement of Income, Statement [Table]",OtherSalesRevenueNet,9
"124100 - Statement - Statement of Income, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,9
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingExpense,9
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpenseOther,9
"124100 - Statement - Statement of Income, Statement [Table]",NonoperatingIncomeExpense,8
"124100 - Statement - Statement of Income, Statement [Table]",PublicUtilitiesAllowanceForFundsUsedDuringConstructionAdditions,8
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpenseOther,8
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingIncome,8
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpenseDebt,8
"124100 - Statement - Statement of Income, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,8
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingExpense,8
"124100 - Statement - Statement of Income, Statement [Table]",AmortizationOfFinancingCosts,8
"124100 - Statement - Statement of Income, Statement [Table]",InterestExpense,8
"124100 - Statement - Statement of Income, Statement [Table]",OtherNonoperatingIncomeExpense,8
"124100 - Statement - Statement of Income, Statement [Table]",CostsAndExpenses,8
"124100 - Statement - Statement of Income, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,8
"124100 - Statement - Statement of Income, Statement [Table]",OperatingIncomeLoss,8
"124100 - Statement - Statement of Income, Statement [Table]",InterestAndDebtExpense,8
"124100 - Statement - Statement of Income, Statement [Table]",Revenues,8
"124100 - Statement - Statement of Income, Statement [Table]",InterestAndDebtExpense,7
"124100 - Statement - Statement of Income, Statement [Table]",NonoperatingIncomeExpense,7
"124100 - Statement - Statement of Income, Statement [Table]",PublicUtilitiesAllowanceForFundsUsedDuringConstructionAdditions,7
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7
"124100 - Statement - Statement of Income, Statement [Table]",OperatingIncomeLoss,7
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,6
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,6
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromEquityMethodInvestments,6
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,6
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromEquityMethodInvestments,6
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,6
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,6
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeTaxExpenseBenefit,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,5
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationTaxEffectOfDiscontinuedOperation,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromEquityMethodInvestments,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromEquityMethodInvestments,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,5
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,4
"124100 - Statement - Statement of Income, Statement [Table]",NetIncomeLossAttributableToNoncontrollingInterest,4
"124100 - Statement - Statement of Income, Statement [Table]",ProfitLoss,4
"124100 - Statement - Statement of Income, Statement [Table]",ProfitLoss,4
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,4
"124100 - Statement - Statement of Income, Statement [Table]",DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,4
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,3
"124100 - Statement - Statement of Income, Statement [Table]",WeightedAverageNumberOfDilutedSharesOutstanding,3
"124100 - Statement - Statement of Income, Statement [Table]",NetIncomeLoss,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,3
"124100 - Statement - Statement of Income, Statement [Table]",NetIncomeLoss,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperations,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperations,3
"124100 - Statement - Statement of Income, Statement [Table]",WeightedAverageNumberOfDilutedSharesOutstanding,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,3
"124100 - Statement - Statement of Income, Statement [Table]",WeightedAverageNumberOfSharesOutstandingBasic,3
"124100 - Statement - Statement of Income, Statement [Table]",EarningsPerShareBasic,3
"124100 - Statement - Statement of Income, Statement [Table]",EarningsPerShareDiluted,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsPerBasicShare,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsPerBasicShare,3
"124100 - Statement - Statement of Income, Statement [Table]",IncomeLossFromContinuingOperationsPerDilutedShare,3
"124100 - Statement - Statement of Income, Statement [Table]",WeightedAverageNumberDilutedSharesOutstandingAdjustment,3
"124100 - Statement - Statement of Income, Statement [Table]",WeightedAverageNumberDilutedSharesOutstandingAdjustment,3
"124100 - Statement - Statement of Income, Statement [Table]",PreferredStockDividendsAndOtherAdjustments,3
"124100 - Statement - Statement of Income, Statement [Table]",NetIncomeLossAvailableToCommonStockholdersBasic,2
"124100 - Statement - Statement of Income, Statement [Table]",NetIncomeLossAvailableToCommonStockholdersBasic,2
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInPensionPlanObligations,12
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInPensionAndPostretirementObligations,12
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherEmployeeRelatedLiabilities,11
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInEmployeeRelatedLiabilities,11
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnSaleOfDerivatives,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccountsPayableTrade,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfSeniorDebt,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfAvailableForSaleSecurities,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",UnrealizedGainLossOnSecurities,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherAccruedLiabilities,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfDebtDiscountPremium,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnSaleOfEquityInvestments,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfFinancingCosts,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInCustomerDeposits,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfFinancingCostsAndDiscounts,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccruedLiabilities,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RestructuringCharges,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RestructuringCharges,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnSaleOfInvestments,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInMarginDepositsOutstanding,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredFuelCosts,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInInterestPayableNet,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccountsPayable,10
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfSecuredDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherOperatingAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherOperatingAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherNoncurrentLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredCharges,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherReceivables,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfLongTermLinesOfCredit,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PensionAndOtherPostretirementBenefitExpense,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredCompensation,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfSeniorLongTermDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ImpairmentOfOilAndGasProperties,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfUnsecuredDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfLongTermDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromLongTermLinesOfCredit,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInPrepaidExpense,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInReceivables,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredRevenue,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnSaleOfPropertyPlantEquipment,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AdjustmentForAmortization,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherOperatingLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInDeferredIncomeTaxes,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PensionAndOtherPostretirementBenefitContributions,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AssetImpairmentCharges,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireAvailableForSaleSecuritiesDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfLongTermDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfSecuredDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherCurrentAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInInventories,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccountsReceivable,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccruedTaxesPayable,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AssetImpairmentCharges,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccruedIncomeTaxesPayable,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ShareBasedCompensation,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInFinanceReceivables,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GoodwillImpairmentLoss,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnDispositionOfAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",Depreciation,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",Depreciation,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfAssumedDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherDeferredLiability,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfIntangibleAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInIncomeTaxesReceivable,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",StockOptionPlanExpense,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfOtherLongTermDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RestructuringCosts,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInRetailRelatedInventories,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireAvailableForSaleSecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireAvailableForSaleSecurities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnInvestments,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInAccountsAndOtherReceivables,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInPropertyAndOtherTaxesPayable,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnDispositionOfAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfConvertibleDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ImpairmentOfLongLivedAssetsHeldForUse,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfDeferredSalesCommissions,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ImpairmentOfIntangibleAssetsFinitelived,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfUnsecuredDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromConvertibleDebt,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GoodwillImpairmentLoss,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ShareBasedCompensation,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfDeferredSalesCommissions,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireAvailableForSaleSecuritiesEquity,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherCurrentLiabilities,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AmortizationOfIntangibleAssets,9
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToDevelopSoftware,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DeferredIncomeTaxesAndTaxCredits,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DeferredIncomeTaxExpenseBenefit,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DeferredIncomeTaxExpenseBenefit,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInTradingSecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfPropertyPlantAndEquipment,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",EnvironmentalExpenseAndLiabilities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncomeLossFromEquityMethodInvestments,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromDivestitureOfBusinessesNetOfCashDivested,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DepreciationDepletionAndAmortization,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromShortTermDebt,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfLinesOfCredit,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromLinesOfCredit,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireOtherPropertyPlantAndEquipment,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DepreciationDepletionAndAmortization,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnSaleOfOtherAssets,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",OtherNoncashIncomeExpense,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOtherOperatingCapitalNet,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOperatingLiabilities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfLongTermDebtAndCapitalSecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfShortTermDebt,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",EquityMethodInvestmentDividendsOrDistributions,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",OtherNoncashExpense,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncomeLossFromEquityMethodInvestments,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireAdditionalInterestInSubsidiaries,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToExploreAndDevelopOilAndGasProperties,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireInterestInJointVenture,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromStockOptionsExercised,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForCapitalImprovements,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnDispositionOfIntangibleAssets,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainLossOnDispositionOfIntangibleAssets,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForLoanLeaseAndOtherLosses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForLoanLeaseAndOtherLosses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleAndCollectionOfReceivables,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForSoftware,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",OtherPaymentsToAcquireBusinesses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireReceivables,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInRestructuringReserve,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForLoanAndLeaseLosses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInRestrictedCashForOperatingActivities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireInterestInSubsidiariesAndAffiliates,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireBusinessesNetOfCashAcquired,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfLongTermCapitalLeaseObligations,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForLoanAndLeaseLosses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForOtherLosses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireMarketableSecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireEquityMethodInvestments,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInBillingInExcessOfCostOfEarnings,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquirePropertyPlantAndEquipment,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquirePropertyPlantAndEquipment,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AssetRetirementObligationAccretionExpense,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AssetRetirementObligationAccretionExpense,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromDivestitureOfBusinesses,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireHeldToMaturitySecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireHeldToMaturitySecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AccretionExpense,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleAndMaturityOfMarketableSecurities,8
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireInvestments,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireProductiveAssets,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForRepurchaseOfCommonStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfCommonStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDividendsCommonStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",GainsLossesOnExtinguishmentOfDebt,7
